Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,Notes
2021,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,60000040,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,60000040,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,7,0,0.24,0,0,15.12,Same,Yes,¥ See Data Dictionary
2021,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60000040,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,8,0,0.16,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,60000040,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,4,0,0,,,,,,
2021,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,60000040,LAC+USC Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),All procedures,60000060,Providence Mission Hospital,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Cesarean section,60000060,Providence Mission Hospital,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),All procedures,60000067,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",13,0,0.08,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60000067,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Cesarean section,60000067,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",5,0,0.04,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Gallbladder surgery,60000067,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",2,0,0,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Laminectomy,60000067,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Spinal fusion,60000067,"Providence St. Joseph Hospital, Orange",Acute Care Hospital,"Community, >250 Beds",3,0,0.03,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),All procedures,60000068,Providence St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",4,0,0.02,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60000068,Providence St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Spinal fusion,60000068,Providence St. Jude Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),All procedures,60000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,61,0,0.5,0,0,7.39,Same,Yes,¥ See Data Dictionary
2021,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Cesarean section,60000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,2,0,0,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Colon surgery,60000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,7,0,0.1,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,13,0,0.04,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Gallbladder surgery,60000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,2,0,0,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Rectal surgery,60000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,4,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Small bowel surgery,60000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,28,0,0.26,0,0,14.3,Same,Yes,¥ See Data Dictionary
2021,California,Orange,Surgical Site Infections (SSI),Spinal fusion,60000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,60000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,2,0,0.06,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),All procedures,60000074,Anaheim Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.02,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Cesarean section,60000074,Anaheim Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.02,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),All procedures,60000208,MemorialCare Orange Coast Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Spinal fusion,60000208,MemorialCare Orange Coast Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),All procedures,60001022,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",9,0,0.11,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60001022,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Colon surgery,60001022,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",1,0,0.07,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60001022,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Small bowel surgery,60001022,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",1,0,0.04,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,60001022,Hoag Hospital Irvine,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),All procedures,60001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,96,0,0.14,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Appendix surgery,60001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,78,0,0.06,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Colon surgery,60001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,1,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),60001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,8,0,0.05,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Gallbladder surgery,60001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,2,0,0,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Rectal surgery,60001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,2,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Small bowel surgery,60001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,1,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Spinal fusion,60001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,1,0,0.01,,,,,,
2021,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,60001207,Children's Hospital at Mission,Acute Care Hospital,Pediatric,3,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000133,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",5,0,0.04,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000133,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,70000133,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",2,0,0.03,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000133,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70000133,Regional Medical Center of San Jose,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000136,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-250 Beds",4,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000136,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-250 Beds",4,0,0,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),All procedures,70000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",42,0,0.15,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,70000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",35,0,0.12,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Cesarean section,70000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",2,0,0,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Colon surgery,70000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",1,0,0.02,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Gallbladder surgery,70000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Small bowel surgery,70000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,,
2021,California,Santa Cruz,Surgical Site Infections (SSI),All procedures,70000139,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",33,0,0.1,,,,,,
2021,California,Santa Cruz,Surgical Site Infections (SSI),Appendix surgery,70000139,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",30,0,0.09,,,,,,
2021,California,Santa Cruz,Surgical Site Infections (SSI),Gallbladder surgery,70000139,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Santa Cruz,Surgical Site Infections (SSI),Laminectomy,70000139,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,
2021,California,Santa Cruz,Surgical Site Infections (SSI),Spinal fusion,70000139,Dominican Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),All procedures,70000141,George L. Mee Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",9,0,0.01,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,70000141,George L. Mee Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.01,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Gallbladder surgery,70000141,George L. Mee Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0,,,,,,
2021,California,San Benito,Surgical Site Infections (SSI),All procedures,70000142,Hazel Hawkins Memorial Hospital,Critical Access Hospital,Critical Access,15,0,0.01,,,,,,
2021,California,San Benito,Surgical Site Infections (SSI),Appendix surgery,70000142,Hazel Hawkins Memorial Hospital,Critical Access Hospital,Critical Access,14,0,0.01,,,,,,
2021,California,San Benito,Surgical Site Infections (SSI),Cesarean section,70000142,Hazel Hawkins Memorial Hospital,Critical Access Hospital,Critical Access,1,0,0,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),All procedures,70000145,Natividad Medical Center,Acute Care Hospital,Major Teaching,64,0,0.14,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,70000145,Natividad Medical Center,Acute Care Hospital,Major Teaching,49,0,0.04,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Cesarean section,70000145,Natividad Medical Center,Acute Care Hospital,Major Teaching,5,0,0.01,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Colon surgery,70000145,Natividad Medical Center,Acute Care Hospital,Major Teaching,2,0,0.08,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Gallbladder surgery,70000145,Natividad Medical Center,Acute Care Hospital,Major Teaching,4,0,0,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Small bowel surgery,70000145,Natividad Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Thoracic surgery,70000145,Natividad Medical Center,Acute Care Hospital,Major Teaching,2,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000146,O'Connor Hospital,Acute Care Hospital,Major Teaching,17,0,0.02,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000146,O'Connor Hospital,Acute Care Hospital,Major Teaching,14,0,0.02,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70000146,O'Connor Hospital,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000146,O'Connor Hospital,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70000146,O'Connor Hospital,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),All procedures,70000147,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",30,0,0.11,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Appendix surgery,70000147,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",19,0,0.08,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Cesarean section,70000147,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",4,0,0.01,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Colon surgery,70000147,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.02,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000147,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,
2021,California,Monterey,Surgical Site Infections (SSI),Gallbladder surgery,70000147,Salinas Valley Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",4,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,155,0,1.12,0,0,2.68,Same,Yes,
2021,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,116,0,0.72,0,0,5.12,Same,Yes,¥ See Data Dictionary
2021,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,70000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,4,0,0.18,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,12,0,0.09,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,9,0,0.01,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,70000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,6,0,0.04,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,3,0,0.06,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70000149,Santa Clara Valley Medical Center,Acute Care Hospital,Major Teaching,2,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",21,0,0.1,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",11,0,0.06,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",1,0,0.02,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",3,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,70000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70000150,"Kaiser Foundation Hospital, San Jose",Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",98,0,0.53,0,0,7.01,Same,Yes,¥ See Data Dictionary
2021,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",78,0,0.41,0,0,8.93,Same,Yes,¥ See Data Dictionary
2021,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,70000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",4,0,0.01,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",6,0,0.04,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",3,0,0.05,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,"Community, >250 Beds",4,0,0,,,,,,
2021,California,Santa Cruz,Surgical Site Infections (SSI),All procedures,70000155,Watsonville Community Hospital,Acute Care Hospital,"Community, <125 Beds",20,0,0.02,,,,,,
2021,California,Santa Cruz,Surgical Site Infections (SSI),Appendix surgery,70000155,Watsonville Community Hospital,Acute Care Hospital,"Community, <125 Beds",18,0,0.01,,,,,,
2021,California,Santa Cruz,Surgical Site Infections (SSI),Gallbladder surgery,70000155,Watsonville Community Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",15,0,0.02,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",14,0,0.02,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70000635,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,
2021,California,Santa Cruz,Surgical Site Infections (SSI),All procedures,70000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",2,0,0,,,,,,
2021,California,Santa Cruz,Surgical Site Infections (SSI),Appendix surgery,70000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,
2021,California,Santa Cruz,Surgical Site Infections (SSI),Gallbladder surgery,70000959,Sutter Maternity & Surgery Center of Santa Cruz,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,1274,15,17.64,0.85,0.49,1.37,Same,No,
2021,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,175,0,1.37,0,0,2.18,Same,Yes,
2021,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,40,2,0.9,2.22,0.27,8.01,Same,No,¥ See Data Dictionary
2021,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,328,5,6.14,0.81,0.3,1.8,Same,No,
2021,California,Santa Clara,Surgical Site Infections (SSI),Cesarean section,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,7,0,0.01,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,71,3,1.92,1.57,0.4,4.26,Same,No,
2021,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,148,1,1.64,0.61,0.03,3.01,Same,Yes,
2021,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,62,0,0.04,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Kidney transplant,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,23,0,0.19,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,89,0,0.57,0,0,6.47,Same,Yes,¥ See Data Dictionary
2021,California,Santa Clara,Surgical Site Infections (SSI),Liver transplant,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,28,1,1.93,0.52,0.03,2.55,Same,Yes,
2021,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,25,0,0.07,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,107,0,0.95,0,0,3.9,Same,Yes,¥ See Data Dictionary
2021,California,Santa Clara,Surgical Site Infections (SSI),Spinal fusion,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,82,2,1.03,1.94,0.33,6.41,Same,No,
2021,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70001349,Lucile Packard Children's Hospital Stanford,Acute Care Hospital,Pediatric,89,1,0.88,1.14,0.03,6.35,Same,No,¥ See Data Dictionary
2021,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",23,0,0.08,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",21,0,0.07,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70001351,El Camino Health,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",151,0,1.3,0,0,2.31,Same,Yes,
2021,California,Santa Clara,Surgical Site Infections (SSI),Appendix surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",67,0,0.48,0,0,7.77,Same,Yes,¥ See Data Dictionary
2021,California,Santa Clara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",2,0,0.02,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Cardiac surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Colon surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",12,0,0.22,0,0,16.47,Same,Yes,¥ See Data Dictionary
2021,California,Santa Clara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",12,0,0.04,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Gallbladder surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",9,0,0.01,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Hip prosthesis,70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Laminectomy,70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",13,0,0.08,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Rectal surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",5,0,0.02,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),Small bowel surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",16,0,0.42,0,0,8.8,Same,Yes,¥ See Data Dictionary
2021,California,Santa Clara,Surgical Site Infections (SSI),Thoracic surgery,70001355,"Kaiser Foundation Hospital, Santa Clara",Acute Care Hospital,"Community, >250 Beds",13,0,0.01,,,,,,
2021,California,Santa Clara,Surgical Site Infections (SSI),All procedures,70001357,Stanford Health Care,Acute Care Hospital,Major Teaching,20,0,0.15,,,,,,
