Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2021,California,Santa Barbara,Surgical Site Infections (SSI),Small bowel surgery,50000017,Goleta Valley Cottage Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.06,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),All procedures,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,528,0,2.65,0,0,1.13,Same,Yes,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Appendix surgery,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,43,0,0.13,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Cesarean section,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,91,0,0.17,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Colon surgery,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,28,0,0.65,0,0,5.72,Same,Yes,,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,22,0,0.14,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Gallbladder surgery,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,80,0,0.22,0,0,16.47,Same,Yes,,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Gastric surgery,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,49,0,0.22,0,0,16.54,Same,Yes,,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Hip prosthesis,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,36,0,0.27,0,0,13.87,Same,Yes,2.19,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,11,0,0.07,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,18,0,0.13,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Knee prosthesis,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,33,0,0.09,,,,,,0,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Laminectomy,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,8,0,0.02,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Open reduction of fracture,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,32,0,0.17,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Ovarian surgery,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,5,0,0,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Rectal surgery,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,4,0,0.04,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Small bowel surgery,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,9,0,0.16,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Spinal fusion,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,56,0,0.16,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Spleen surgery,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.02,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),All procedures,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",2924,18,15.23,1.18,0.72,1.83,Same,No,,
2021,California,Ventura,Surgical Site Infections (SSI),Appendix surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",155,3,0.36,8.45,1.74,24.7,Worse,No,5.24,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",26,0,0.74,0,0,4.99,Same,Yes,1.21,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Cardiac surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",46,0,0.15,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Cesarean section,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",608,1,0.54,1.86,0.05,10.34,Same,No,4.07,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Colon surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",151,5,3.19,1.57,0.58,3.48,Same,No,1.46,
2021,California,Ventura,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",70,0,0.46,0,0,8.07,Same,Yes,,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",147,0,0.76,0,0,4.87,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Gallbladder surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",219,0,1.11,0,0,2.7,Same,Yes,0.98,
2021,California,Ventura,Surgical Site Infections (SSI),Gastric surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",47,0,0.55,0,0,6.72,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Hip prosthesis,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",207,0,1.04,0,0,2.88,Same,Yes,0,
2021,California,Ventura,Surgical Site Infections (SSI),"Hysterectomy, abdominal",50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",54,0,0.33,0,0,11.28,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Hysterectomy, vaginal",50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",6,0,0.03,,,,,,0,
2021,California,Ventura,Surgical Site Infections (SSI),Kidney surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",11,0,0.04,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Knee prosthesis,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",160,0,0.61,0,0,6.01,Same,Yes,1.5,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Laminectomy,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",175,0,0.53,0,0,6.93,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Open reduction of fracture,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",220,1,1.48,0.68,0.03,3.33,Same,Yes,1.96,
2021,California,Ventura,Surgical Site Infections (SSI),Ovarian surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",30,0,0.02,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Pacemaker surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",148,0,0.24,0,0,15.5,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Rectal surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",18,0,0.15,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Small bowel surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",56,4,1.01,3.94,1.25,9.51,Worse,No,1.11,
2021,California,Ventura,Surgical Site Infections (SSI),Spinal fusion,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",298,4,1.65,2.43,0.77,5.85,Same,No,0.97,
2021,California,Ventura,Surgical Site Infections (SSI),Spleen surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",10,0,0.05,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Thoracic surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",57,0,0.18,,,,,,0,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.02,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),All procedures,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3547,13,15.02,0.87,0.48,1.44,Same,No,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Appendix surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",162,0,0.32,0,0,11.49,Same,Yes,0,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.07,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Cardiac surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",24,0,0.06,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Cesarean section,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",960,0,1.44,0,0,2.09,Same,Yes,0,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Colon surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",109,4,2.19,1.83,0.58,4.41,Same,No,0.94,
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",53,0,0.29,0,0,12.76,Same,Yes,,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",173,0,0.69,0,0,5.33,Same,Yes,0,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Gallbladder surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",251,1,0.42,2.38,0.06,13.27,Same,No,2.39,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Gastric surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",280,1,0.9,1.12,0.03,6.23,Same,No,5.3,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Hip prosthesis,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",128,0,0.58,0,0,6.32,Same,Yes,2.81,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Hysterectomy, abdominal",50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",93,1,0.54,1.87,0.05,10.41,Same,No,0,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),"Hysterectomy, vaginal",50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01,,,,,,0,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Kidney surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",28,0,0.09,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Knee prosthesis,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",126,0,0.42,0,0,8.8,Same,Yes,0,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Laminectomy,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",166,0,0.58,0,0,6.42,Same,Yes,0,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Open reduction of fracture,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",214,0,1.15,0,0,2.6,Same,Yes,2.31,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Ovarian surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",97,0,0.06,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Pacemaker surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",89,0,0.15,,,,,,0,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Rectal surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",20,0,0.29,0,0,12.72,Same,Yes,,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Small bowel surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",161,5,3.31,1.51,0.55,3.35,Same,No,0,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Spinal fusion,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",118,1,0.93,1.08,0.03,6,Same,No,1.11,¥ See Data Dictionary
2021,California,Santa Barbara,Surgical Site Infections (SSI),Spleen surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01,,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Thoracic surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",277,0,0.5,0,0,7.44,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),All procedures,50000023,Ojai Valley Community Hospital,Critical Access Hospital,Critical Access,8,0,0.04,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Knee prosthesis,50000023,Ojai Valley Community Hospital,Critical Access Hospital,Critical Access,8,0,0.04,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),All procedures,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",554,0,3.29,0,0,0.91,Better,Yes,,
2021,California,Ventura,Surgical Site Infections (SSI),Appendix surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",59,0,0.13,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",13,0,0.08,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Colon surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",40,0,0.65,0,0,5.71,Same,Yes,1.96,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",49,0,0.26,0,0,14.08,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Gallbladder surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",98,0,0.27,0,0,13.61,Same,Yes,,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Gastric surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",20,0,0.19,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Hip prosthesis,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",93,0,0.49,0,0,7.56,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Hysterectomy, abdominal",50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",8,0,0.05,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Knee prosthesis,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",24,0,0.08,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Laminectomy,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",10,0,0.04,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Open reduction of fracture,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",42,0,0.19,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Ovarian surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",11,0,0.01,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Pacemaker surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",33,0,0.06,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Rectal surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0.12,,,,,,0,
2021,California,Ventura,Surgical Site Infections (SSI),Small bowel surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",35,0,0.64,0,0,5.74,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Spinal fusion,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0.02,,,,,,0,
2021,California,Ventura,Surgical Site Infections (SSI),Spleen surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Thoracic surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.08,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),All procedures,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1113,3,5.19,0.58,0.15,1.57,Same,Yes,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Appendix surgery,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",23,0,0.05,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.13,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Cesarean section,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",366,2,0.4,5,0.61,18.06,Same,No,0,¥ See Data Dictionary
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Colon surgery,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",66,0,1.07,0,0,2.79,Same,Yes,0.49,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.13,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Gallbladder surgery,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",39,0,0.09,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Gastric surgery,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.06,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Hip prosthesis,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",47,1,0.19,,,,,,0,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),"Hysterectomy, abdominal",50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",40,0,0.22,0,0,17.08,Same,Yes,3.09,¥ See Data Dictionary
2021,California,San Luis Obispo,Surgical Site Infections (SSI),"Hysterectomy, vaginal",50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.03,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Kidney surgery,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.05,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Knee prosthesis,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",44,0,0.13,,,,,,0,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Laminectomy,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",116,0,0.35,0,0,10.45,Same,Yes,0,¥ See Data Dictionary
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Open reduction of fracture,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",77,0,0.61,0,0,6.04,Same,Yes,0,¥ See Data Dictionary
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Ovarian surgery,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.01,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Small bowel surgery,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.13,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Spinal fusion,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",192,0,1.41,0,0,2.13,Same,Yes,1.58,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Spleen surgery,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.02,,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Thoracic surgery,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",26,0,0.05,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.02,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),All procedures,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",2028,8,10.13,0.79,0.37,1.5,Same,No,,
2021,California,Ventura,Surgical Site Infections (SSI),Appendix surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",98,1,0.2,,,,,,0,
2021,California,Ventura,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",98,0,0.64,0,0,5.78,Same,Yes,,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Cardiac surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",63,0,0.21,0,0,17.74,Same,Yes,,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Cesarean section,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",315,0,0.43,0,0,8.58,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Colon surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",65,1,1.21,0.83,0.04,4.08,Same,No,1.99,
2021,California,Ventura,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",52,1,0.3,3.34,0.09,18.63,Same,No,,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.01,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",162,1,0.53,1.89,0.05,10.53,Same,No,1.67,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Gallbladder surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",168,0,0.48,0,0,7.72,Same,Yes,4.15,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Gastric surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",177,0,0.72,0,0,5.15,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Hip prosthesis,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",125,2,0.56,3.6,0.44,12.99,Same,No,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),"Hysterectomy, abdominal",50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",24,0,0.17,,,,,,1.8,
2021,California,Ventura,Surgical Site Infections (SSI),"Hysterectomy, vaginal",50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",17,0,0.07,,,,,,0,
2021,California,Ventura,Surgical Site Infections (SSI),Kidney surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",11,0,0.04,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Knee prosthesis,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",129,0,0.4,0,0,9.34,Same,Yes,0,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Laminectomy,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",85,0,0.26,0,0,14.03,Same,Yes,9.11,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Open reduction of fracture,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",51,0,0.31,0,0,11.98,Same,Yes,3.38,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Ovarian surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",25,1,0.02,,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Pacemaker surgery,50000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, >250 Beds",81,0,0.15,,,,,,0,
